,index,name,prompt_name,input,continuations,correct_answer,is_consistent,is_nonsense,is_realistic,logprobs,multiple_choice_grade,human_matched_logprobs,human_matched_multiple_choice_grade
260,26,-6027038608312630253,None,"If summer is colder than winter, then winter is ","['hotter than summer', 'colder than summer']",['hotter than summer'],False,False,True,[-1.46991372 -2.9487412 ],True,[-1.22884154 -3.48217559],True
261,27,-4016624133278071867,None,"If summer is hotter than winter, then winter is ","['colder than summer', 'hotter than summer']",['colder than summer'],True,False,True,[-0.83702922 -5.54188967],True,[-1.03674877 -5.34551096],True
262,28,-5649846735604791098,None,"If lakes are bigger than oceans, then oceans are ","['smaller than lakes', 'bigger than lakes']",['smaller than lakes'],False,False,True,[-1.31111157 -1.90118527],True,[-0.81154364 -4.83419275],True
263,29,2693954123957747559,None,"If lakes are smaller than oceans, then oceans are ","['bigger than lakes', 'smaller than lakes']",['bigger than lakes'],True,False,True,[-1.82062292 -4.19664049],True,[-0.90056211 -5.80567694],True
264,30,-5839232697906939787,None,"If darkness is brighter than light, then light is ","['darker than darkness', 'brighter than darkness']",['darker than darkness'],False,False,True,[-1.08389151 -2.11111856],True,[-1.12427473 -3.75167513],True
265,31,-4149835315430007994,None,"If darkness is darker than light, then light is ","['brighter than darkness', 'darker than darkness']",['brighter than darkness'],True,False,True,[-1.86819887 -3.47041345],True,[-1.22587419 -4.53812313],True
266,32,-308199501963705876,None,"If Japan is bigger than America, then America is ","['smaller than Japan', 'bigger than Japan']",['smaller than Japan'],False,False,True,[-1.11084807 -2.7028141 ],True,[-0.80033231 -4.83382988],True
267,33,5443249373229609198,None,"If Japan is smaller than America, then America is ","['bigger than Japan', 'smaller than Japan']",['bigger than Japan'],True,False,True,[-1.14206827 -4.78118992],True,[-0.95134538 -5.3132081 ],True
268,34,7083483013736700465,None,"If ants are prettier than butterflies, then butterflies are ","['uglier than ants', 'prettier than ants']",['uglier than ants'],False,False,True,[-1.66480684 -3.765697  ],True,[-0.72066325 -3.36489058],True
269,35,3138367768686163428,None,"If ants are uglier than butterflies, then butterflies are ","['prettier than ants', 'uglier than ants']",['prettier than ants'],True,False,True,[-1.10618281 -3.70287848],True,[-0.87986672 -2.77713537],True
270,36,-6470664818760543412,None,"If rain is colder than snow, then snow is ","['hotter than rain', 'colder than rain']",['hotter than rain'],False,False,True,[-1.90188384 -3.5729413 ],True,[-1.95654535 -1.82865977],False
271,37,-2554502362075861647,None,"If rain is hotter than snow, then snow is ","['colder than rain', 'hotter than rain']",['colder than rain'],True,False,True,[-0.83340377 -5.3934288 ],True,[-0.88429743 -4.94581985],True
272,38,-6833689532122239617,None,"If shrubs are taller than trees, then trees are ","['shorter than shrubs', 'taller than shrubs']",['shorter than shrubs'],False,False,True,[-1.34843981 -3.9858923 ],True,[-1.0270946  -5.33389807],True
273,39,1438293165302359880,None,"If shrubs are shorter than trees, then trees are ","['taller than shrubs', 'shorter than shrubs']",['taller than shrubs'],True,False,True,[-0.92532635 -4.67545843],True,[-1.01896894 -6.19145918],True
274,40,3852063665562164200,None,"If water is colder than ice, then ice is ","['hotter than water', 'colder than water']",['hotter than water'],False,False,True,[-1.76034427 -3.82475853],True,[-2.13996553 -1.8743732 ],False
275,41,-6721261362112549944,None,"If water is hotter than ice, then ice is ","['colder than water', 'hotter than water']",['colder than water'],True,False,True,[-0.83472395 -4.94582129],True,[-1.08930004 -5.31284666],True
276,42,-8212542471904829904,None,"If hills are higher than mountains, then mountains are ","['shorter than hills', 'higher than hills']",['shorter than hills'],False,False,True,[-5.04665422 -2.07427239],False,[-0.98066574 -2.61485243],True
277,43,-6191369592476343321,None,"If hills are shorter than mountains, then mountains are ","['higher than hills', 'shorter than hills']",['higher than hills'],True,False,True,[-3.16944766 -4.55195332],True,[-0.71156704 -4.89965534],True
278,44,1835079163446477472,None,"If children are bigger than adults, then adults are ","['smaller than children', 'bigger than children']",['smaller than children'],False,False,True,[-0.83641136 -2.73999882],True,[-0.8294816  -5.01248884],True
279,45,-7972743269194599296,None,"If children are smaller than adults, then adults are ","['bigger than children', 'smaller than children']",['bigger than children'],True,False,True,[-1.43177533 -4.53448582],True,[-0.77385062 -6.35476017],True
280,46,-809109503967777128,None,"If snakes are less scary than lizards, then lizards are ","['less scary than snakes', 'less scary than snakes']",['less scary than snakes'],False,False,True,[-3.02645445 -3.02645445],True,[-1.83270252 -1.83270252],True
281,47,-809109503967777128,None,"If snakes are less scary than lizards, then lizards are ","['less scary than snakes', 'less scary than snakes']",['less scary than snakes'],True,False,True,[-3.02645445 -3.02645445],True,[-1.83270252 -1.83270252],True
282,48,8573774736638981572,None,"If turtles are faster than wolves, then wolves are ","['slower than turtles', 'faster than turtles']",['slower than turtles'],False,False,True,[-1.26367915 -3.01200962],True,[-0.78441244 -5.21060371],True
283,49,7120674138915473687,None,"If turtles are slower than wolves, then wolves are ","['faster than turtles', 'slower than turtles']",['faster than turtles'],True,False,True,[-0.51385069 -4.91782856],True,[-0.78816557 -5.8187871 ],True
284,50,-1845346098479525325,None,"If winter is hotter than summer, then summer is ","['colder than winter', 'hotter than winter']",['colder than winter'],False,False,True,[-1.00189888 -3.68637991],True,[-0.95116937 -4.38749552],True
285,51,7531659882959321556,None,"If winter is colder than summer, then summer is ","['hotter than winter', 'colder than winter']",['hotter than winter'],True,False,True,[-1.5823313 -4.6157155],True,[-0.9422332  -5.91244698],True
286,52,2462379629116637564,None,"If leaves are heavier than books, then books are ","['lighter than leaves', 'heavier than leaves']",['lighter than leaves'],False,False,True,[-0.87349403 -6.37773657],True,[-0.75972366 -4.44282389],True
287,53,-8483375550141420446,None,"If leaves are lighter than books, then books are ","['heavier than leaves', 'lighter than leaves']",['heavier than leaves'],True,False,True,[-0.68381184 -4.71381474],True,[-0.77381492 -7.01745319],True
288,54,8830430510356611025,None,"If broccoli is sweeter than candy, then candy is ","['less sweet than broccoli', 'sweeter than broccoli']",['less sweet than broccoli'],False,False,True,[-1.82053924 -3.47975945],True,[-0.75577307 -3.91819024],True
289,55,-4745115924433912458,None,"If broccoli is less sweet than candy, then candy is ","['sweeter than broccoli', 'less sweet than broccoli']",['sweeter than broccoli'],True,False,True,[-0.92512518 -3.87016869],True,[-1.13493299 -4.8208518 ],True
290,56,5779881308334683209,None,"If trees are taller than skyscrapers, then skyscrapers are ","['shorter than trees', 'taller than trees']",['shorter than trees'],False,False,True,[-1.00767899 -2.64983702],True,[-0.85432082 -5.80541325],True
291,57,-3517692489633643134,None,"If trees are shorter than skyscrapers, then skyscrapers are ","['taller than trees', 'shorter than trees']",['taller than trees'],True,False,True,[-0.64641649 -4.8268528 ],True,[-0.95839572 -5.39927912],True
292,58,-128248488312184144,None,"If water is more dry than wet, then water is ","['less wet than dry', 'more wet than dry']",['less wet than dry'],False,False,True,[-4.13788748 -2.3098557 ],False,[-1.90308666 -1.69179404],False
293,59,-582045587618788193,None,"If dry is less wet than water, then water is ","['more wet than dry', 'less wet than dry']",['more wet than dry'],True,False,True,[-1.91199696 -3.9482193 ],True,[-1.04943335 -3.69199967],True
294,60,-7099903103059874015,None,"If ice is more hot than fire, then fire is ","['less hot than ice', 'more hot than ice']",['less hot than ice'],False,False,True,[-2.68591189 -4.19270515],True,[-1.08790994 -2.73906016],True
295,61,4108633914967051091,None,"If ice is less hot than fire, then fire is ","['more hot than ice', 'less hot than ice']",['more hot than ice'],True,False,True,[-1.64743888 -5.11943102],True,[-1.21275151 -3.14105225],True
296,62,-1776350586914772659,None,"If paper is harder than wood, then wood is ","['softer than paper', 'harder than paper']",['softer than paper'],False,False,True,[-0.60742211 -6.14586926],True,[-0.9169358  -4.86484623],True
297,63,8332264589054151229,None,"If paper is softer than wood, then wood is ","['harder than paper', 'softer than paper']",['harder than paper'],True,False,True,[-1.02579618 -5.51939964],True,[-0.83324212 -5.52527714],True
298,64,6287239990248545280,None,"If daisies are more beautiful than roses, then roses are ","['less beautiful than daisies', 'more beautiful than daisies']",['less beautiful than daisies'],False,False,True,[-1.03197396 -2.3433044 ],True,[-0.82809013 -6.08565617],True
299,65,-5428066310799666873,None,"If daisies are less beautiful than roses, then roses are ","['more beautiful than daisies', 'less beautiful than daisies']",['more beautiful than daisies'],True,False,True,[-0.29776931 -4.31673431],True,[-1.10450482 -4.65290928],True
300,66,956642921111157991,None,"If snakes are slimier than lizards, then lizards are ","['drier than snakes', 'slimier than snakes']",['drier than snakes'],False,False,True,[-3.46498394 -4.00666809],True,[-0.91864353 -7.55017853],True
301,67,-3295567600962504739,None,"If snakes are drier than lizards, then lizards are ","['slimier than snakes', 'drier than snakes']",['slimier than snakes'],True,False,True,[-6.82104397 -6.82525778],True,[-2.63748884 -2.26354957],False
302,68,-4323148829744575804,None,"If rain is louder than thunder, then thunder is ","['quieter than rain', 'louder than rain']",['quieter than rain'],False,False,True,[-2.05335188 -3.33544087],True,[-1.47886562 -5.07680464],True
303,69,-6460876195130366937,None,"If rain is quieter than thunder, then thunder is ","['louder than rain', 'quieter than rain']",['louder than rain'],True,False,True,[-0.47250277 -5.78676414],True,[-1.22978258 -6.50525665],True
304,70,2692349286841468603,None,"If librarians are funnier than clowns, then clowns are ","['less funny than librarians', 'funnier than librarians']",['less funny than librarians'],False,False,True,[-1.92200863 -2.79198885],True,[-1.01414788 -4.4701972 ],True
305,71,-2352716056817615860,None,"If librarians are less funny than clowns, then clowns are ","['funnier than librarians', 'less funny than librarians']",['funnier than librarians'],True,False,True,[-1.22224712 -3.88472605],True,[-1.52886891 -4.84851646],True
306,72,7191114153803895042,None,"If dogs are slower than hens, then hens are ","['faster than dogs', 'slower than dogs']",['faster than dogs'],False,False,True,[-0.54234433 -4.70745754],True,[-1.20970976 -4.84324789],True
307,73,-842568114272974300,None,"If dogs are faster than hens, then hens are ","['slower than dogs', 'faster than dogs']",['slower than dogs'],True,False,True,[-0.59840983 -4.61407804],True,[-0.96487319 -5.42680931],True
308,74,-1518451771095184170,None,"If cars are cuter than dogs, then dogs are ","['less cute than cars', 'cuter than cars']",['less cute than cars'],False,False,True,[-3.18033791 -2.66573477],False,[-0.78276515 -4.91356134],True
309,75,-8406027912489967336,None,"If cars are less cute than dogs, then dogs are ","['cuter than cars', 'less cute than cars']",['cuter than cars'],True,False,True,[-1.29942226 -4.65517998],True,[-0.91841674 -4.01706934],True
310,76,-5610672808844763765,None,"If snow is fluffier than clouds, then clouds are ","['less fluffy than snow', 'fluffier than snow']",['less fluffy than snow'],False,False,True,[-2.48464179 -3.68070984],True,[-1.07801485 -4.97362375],True
311,77,6848649372795317416,None,"If snow are less fluffy than clouds, then clouds are ","['fluffier than snow', 'less fluffy than snow']",['fluffier than snow'],True,False,True,[-1.6936239  -5.13771296],True,[-1.3588202  -3.25284934],True
312,78,7432079362499549751,None,"If roses are more hairy than spiders, then spiders are ","['less hairy than roses', 'more hairy than roses']",['less hairy than roses'],False,False,True,[-1.1918292 -3.3963995],True,[-0.94224465 -4.2131505 ],True
313,79,-18196839459812143,None,"If roses are less hairy than spiders, then spiders are ","['more hairy than roses', 'less hairy than roses']",['more hairy than roses'],True,False,True,[-1.44177818 -4.28117609],True,[-1.00664437 -4.14400625],True
314,80,3280345861631980905,None,"If roses are bigger than apples, then apples are ","['smaller than roses', 'bigger than roses']",['smaller than roses'],False,False,True,[-0.82570487 -3.23144722],True,[-0.72615129 -5.92731714],True
315,81,319768797909182233,None,"If roses are smaller than apples, then apples are ","['bigger than roses', 'smaller than roses']",['bigger than roses'],True,False,True,[-1.07400525 -4.05244255],True,[-0.7652691  -5.20467949],True
316,82,764481124054535208,None,"If dogs are smaller than cats, then cats are ","['bigger than dogs', 'smaller than dogs']",['bigger than dogs'],False,False,True,[-1.13835001 -4.25436306],True,[-0.82892221 -5.6445756 ],True
317,83,-7903782303914014183,None,"If dogs are bigger than cats, then cats are ","['smaller than dogs', 'bigger than dogs']",['smaller than dogs'],True,False,True,[-0.41794065 -4.99019241],True,[-0.75085366 -6.07392931],True
318,84,8935089261010854539,None,"If squares are rounder than balls, then balls are ","['less round than squares', 'rounder than squares']",['less round than squares'],False,False,True,[-3.92107296 -3.40935373],False,[-0.75264865 -3.00677872],True
319,85,418410672721858962,None,"If squares are less round than balls, then balls are ","['rounder than squares', 'less round than squares']",['rounder than squares'],True,False,True,[-2.07449341 -5.3539896 ],True,[-1.06445312 -4.60323381],True
320,86,-3475973660871231033,None,"If oranges are more sweet than grapes, then grapes are ","['less sweet than oranges', 'more sweet than oranges']",['less sweet than oranges'],False,False,True,[-0.98348916 -4.54044247],True,[-0.88849646 -4.4782095 ],True
321,87,3043557737824961705,None,"If oranges are less sweet than grapes, then grapes are ","['more sweet than oranges', 'less sweet than oranges']",['more sweet than oranges'],True,False,True,[-2.86053634 -4.50516796],True,[-0.9629612  -3.72557306],True
322,88,-3303763688219388091,None,"If shoes are taller than chairs, then chairs are ","['shorter than shoes', 'taller than shoes']",['shorter than shoes'],False,False,True,[-1.71487319 -4.57840061],True,[-0.62446225 -5.1570034 ],True
323,89,3380124850463601628,None,"If shoes are shorter than chairs, then chairs are ","['taller than shoes', 'shorter than shoes']",['taller than shoes'],True,False,True,[-1.39513361 -4.56035042],True,[-0.8169347  -4.38740253],True
324,90,-6435009023709473568,None,"If walking is faster than running, then running is ","['slower than walking', 'faster than walking']",['slower than walking'],False,False,True,[-0.76133454 -2.6811893 ],True,[-0.55845565 -4.45692921],True
325,91,-5483882675143090462,None,"If walking is slower than running, then running is ","['faster than walking', 'slower than walking']",['faster than walking'],True,False,True,[-0.49236384 -5.914886  ],True,[-0.57397234 -5.41379309],True
326,92,279892768440776821,None,"If walking is more fun than running, then running is ","['less fun than walking', 'more fun than walking']",['less fun than walking'],False,False,True,[-0.91418374 -3.20143366],True,[-0.57346398 -6.2779665 ],True
327,93,602282145715352978,None,"If walking is less fun than running, then running is ","['more fun than walking', 'less fun than walking']",['more fun than walking'],True,False,True,[-0.58880877 -5.48274708],True,[-0.77850008 -3.30246401],True
328,94,-8132297896139466810,None,"If cats can jump farther than frogs, then frogs can ","['jump less far than cats', 'jump farther than cats']",['jump less far than cats'],False,False,True,[-5.0820694  -1.09583783],False,[-0.56430006 -5.62109995],True
329,95,-92367407655224778,None,"If cats can jump less far than frogs, then frogs can ","['jump farther than cats', 'jump less far than cats']",['jump farther than cats'],True,False,True,[-0.87970221 -2.8614521 ],True,[-0.73025805 -5.00989103],True
330,96,6774016228133799201,None,"If humans can fly faster than birds, then birds can ","['fly slower than humans', 'fly faster than humans']",['fly slower than humans'],False,False,True,[-3.44183493 -1.04387712],False,[-0.76878196 -5.60934496],True
331,97,-5379612810413589975,None,"If humans can fly slower than birds, then birds can ","['fly faster than humans', 'fly slower than humans']",['fly faster than humans'],True,False,True,[-0.74980175 -2.60020065],True,[-0.91613251 -4.4774394 ],True
332,98,7365156394911091180,None,"If bears are smaller than spiders, then spiders are ","['bigger than bears', 'smaller than bears']",['bigger than bears'],False,False,True,[-1.40270317 -4.45599508],True,[-0.84371752 -5.2381587 ],True
333,99,-5656782923599060157,None,"If bears are bigger than spiders, then spiders are ","['smaller than bears', 'bigger than bears']",['smaller than bears'],True,False,True,[-0.58078933 -4.11117554],True,[-0.8524484  -6.29653263],True
334,100,-8924319291717987996,None,"If goats have longer necks than giraffes, then giraffes have ","['shorter necks than goats', 'longer necks than goats']",['shorter necks than goats'],False,False,True,[-0.87155253 -1.54065764],True,[-0.92544812 -5.81452465],True
335,101,-1524516348782716345,None,"If goats have shorter necks than giraffes, then giraffes have ","['longer necks than goats', 'shorter necks than goats']",['longer necks than goats'],True,False,True,[-0.31116363 -4.18901968],True,[-1.03031588 -5.62024736],True
336,102,-3810528041702091397,None,"If worms are more scary than sharks, then sharks are ","['less scary than worms', 'more scary than worms']",['less scary than worms'],False,False,True,[-0.76480818 -4.21240902],True,[-0.86106032 -5.60199738],True
337,103,5751260044848901114,None,"If worms are less scary than sharks, then sharks are ","['more scary than worms', 'less scary than worms']",['more scary than worms'],True,False,True,[-1.59610248 -4.77091694],True,[-1.09048319 -4.26604271],True
338,104,-7796136594408236953,None,"If shrubs are bigger than trees, then trees are ","['smaller than shrubs', 'bigger than shrubs']",['smaller than shrubs'],False,False,True,[-1.14315045 -3.14025736],True,[-0.82399768 -5.2361393 ],True
339,105,8965208748734051059,None,"If shrubs are smaller than trees, then trees are ","['bigger than shrubs', 'smaller than shrubs']",['bigger than shrubs'],True,False,True,[-2.12941122 -4.69705391],True,[-0.7743504  -6.73707151],True
340,106,-2310867436174916121,None,"If airplanes are faster than rockets, then rockets are ","['slower than airplanes', 'faster than airplanes']",['slower than airplanes'],False,False,True,[-1.03246832 -2.84149528],True,[-0.6996882  -5.39929104],True
341,107,4817162430323848740,None,"If airplanes are slower than rockets, then rockets are ","['faster than airplanes', 'slower than airplanes']",['faster than airplanes'],True,False,True,[-0.58701211 -5.38207531],True,[-0.8574456  -5.94082928],True
342,108,7721724835837490076,None,"If lemons are sweeter than tomatoes, then tomatoes are ","['less sweet than lemons', 'sweeter than lemons']",['less sweet than lemons'],False,False,True,[-3.92299175 -4.88888788],True,[-0.98440456 -4.79841471],True
343,109,-8895116630550333295,None,"If lemons are less sweet than tomatoes, then tomatoes are ","['sweeter than lemons', 'less sweet than lemons']",['sweeter than lemons'],True,False,True,[-1.32821345 -4.76459026],True,[-1.4284637  -4.07221413],True
344,110,-5094142623360925929,None,"If mice can run faster than cheetahs, then cheetahs can ","['run slower than mice', 'run faster than mice']",['run slower than mice'],False,False,True,[-4.17263317 -0.99785018],False,[-0.65959239 -4.84908724],True
345,111,-7293301576167097237,None,"If mice can run slower than cheetahs, then cheetahs can ","['run faster than mice', 'run slower than mice']",['run faster than mice'],True,False,True,[-0.33721441 -3.70592785],True,[-0.84206688 -5.88272524],True
346,112,-6991376989699659931,None,"If giraffes are fatter than penguins, then penguins are ","['skinnier than giraffes', 'fatter than giraffes']",['skinnier than giraffes'],False,False,True,[-1.94511998 -2.54592919],True,[-0.95375931 -5.61658859],True
347,113,628572805107050760,None,"If giraffes are skinnier than penguins, then penguins are ","['fatter than giraffes', 'skinnier than giraffes']",['fatter than giraffes'],True,False,True,[-0.99944633 -3.35302186],True,[-1.42220628 -2.54276681],True
348,114,6955712299445511871,None,"If fish are more loyal than dogs, then dogs are ","['less loyal than fish', 'more loyal than fish']",['less loyal than fish'],False,False,True,[-1.39359486 -2.99419427],True,[-0.81167275 -6.15738964],True
349,115,6920915079211142666,None,"If fish are less loyal than dogs, then dogs are ","['more loyal than fish', 'less loyal than fish']",['more loyal than fish'],True,False,True,[-0.57182109 -4.93490696],True,[-1.11616373 -3.81819606],True
350,116,3787235184856559971,None,"If birds are more dangerous than bees, then bees are ","['less dangerous than birds', 'more dangerous than birds']",['less dangerous than birds'],False,False,True,[-0.90607667 -3.72219777],True,[-1.0218538  -6.03573847],True
351,117,-2325920902010232222,None,"If birds are less dangerous than bees, then bees are ","['more dangerous than birds', 'less dangerous than birds']",['more dangerous than birds'],True,False,True,[-0.58013028 -5.08548689],True,[-1.13763201 -4.80890512],True
352,118,1178651371955807696,None,"If caterpillars are stronger than ants, then ants are ","['weaker than caterpillars', 'stronger than caterpillars']",['weaker than caterpillars'],False,False,True,[-1.09535301 -2.68815708],True,[-1.14944434 -5.60863447],True
353,119,-3638489596351810918,None,"If caterpillars are weaker than ants, then ants are ","['stronger than caterpillars', 'weaker than caterpillars']",['stronger than caterpillars'],True,False,True,[-0.71730894 -5.7454319 ],True,[-1.21539474 -6.11052036],True
354,120,-4943407153751722235,None,"If wolves are more dangerous than lions, then lions are ","['less dangerous than wolves', 'more dangerous than wolves']",['less dangerous than wolves'],False,False,True,[-0.72489071 -3.23267198],True,[-1.00578094 -6.25360584],True
355,121,6854286059243093547,None,"If wolves are less dangerous than lions, then lions are ","['more dangerous than wolves', 'less dangerous than wolves']",['more dangerous than wolves'],True,False,True,[-0.41541857 -4.36015844],True,[-1.03075707 -4.87077379],True
356,122,7746435811691387094,None,"If ants are taller than people, then people are ","['shorter than ants', 'taller than ants']",['shorter than ants'],False,False,True,[-1.2791481  -3.40250444],True,[-0.85414326 -4.52691412],True
357,123,-6189806648415316457,None,"If ants are shorter than people, then people are ","['taller than ants', 'shorter than ants']",['taller than ants'],True,False,True,[-0.69340611 -4.49807501],True,[-0.99456239 -5.29214811],True
358,124,2952638764765458874,None,"If fish are more beautiful than butterflies, then butterflies are ","['less beautiful than fish', 'more beautiful than fish']",['less beautiful than fish'],False,False,True,[-1.2657361  -4.33403444],True,[-0.96398675 -5.63809776],True
359,125,1520162220428483952,None,"If fish are less beautiful than butterflies, then butterflies are ","['more beautiful than fish', 'less beautiful than fish']",['more beautiful than fish'],True,False,True,[-0.44645682 -4.5901866 ],True,[-1.08339834 -3.98846102],True
360,126,5793465131467932771,None,"If cats are stronger than dogs, then dogs are ","['weaker than cats', 'stronger than cats']",['weaker than cats'],False,False,True,[-1.23679245 -2.38033295],True,[-0.92043406 -5.73605728],True
361,127,4449328464121549937,None,"If cats are weaker than dogs, then dogs are ","['stronger than cats', 'weaker than cats']",['stronger than cats'],True,False,True,[-0.61073589 -5.92805386],True,[-1.06778455 -6.22894764],True
362,128,1298297350600209801,None,"If insects are stronger than gorillas, then gorillas are ","['weaker than insects', 'stronger than insects']",['weaker than insects'],False,False,True,[-1.62024832 -2.09819841],True,[-0.86865407 -5.01307583],True
363,129,-8898901983486089309,None,"If insects are weaker than gorillas, then gorillas are ","['stronger than insects', 'weaker than insects']",['stronger than insects'],True,False,True,[-0.71900237 -4.60071278],True,[-1.08945441 -7.01097631],True
364,130,-6920632076298894797,None,"If the night is hotter than the day, then the day is ","['colder than the night', 'hotter than the night']",['colder than the night'],False,False,True,[-1.50614524 -3.25152421],True,[-0.9534477  -3.63538814],True
365,131,4252095085205046050,None,"If the night is colder than the day, then the day is ","['hotter than the night', 'colder than the night']",['hotter than the night'],True,False,True,[-1.67469811 -3.67689514],True,[-0.89033639 -5.21632576],True
366,132,1546749665637306531,None,"If silver is more expensive than gold, then gold is ","['less expensive than silver', 'more expensive than silver']",['less expensive than silver'],False,False,True,[-1.9859817  -3.57680893],True,[-0.92780966 -5.33337927],True
367,133,-1845929951718846157,None,"If silver is less expensive than gold, then gold is ","['more expensive than silver', 'less expensive than silver']",['more expensive than silver'],True,False,True,[-0.48097828 -4.7424407 ],True,[-0.92606026 -4.61468697],True
368,134,-1973889908152216142,None,"If enemies are better than friends, then friends are ","['worse than enemies', 'better than enemies']",['worse than enemies'],False,False,True,[-1.00484014 -2.46328545],True,[-1.02980912 -4.82226896],True
369,135,-1957362655164235651,None,"If enemies are worse than friends, then friends are ","['better than enemies', 'worse than enemies']",['better than enemies'],True,False,True,[-0.52921128 -2.90018129],True,[-1.11023748 -4.29619265],True
370,136,-221999222062362349,None,"If cars are bigger than boats, then boats are ","['smaller than cars', 'bigger than cars']",['smaller than cars'],False,False,True,[-0.84272587 -3.83127499],True,[-0.61578143 -6.02027082],True
371,137,2786473815015672619,None,"If cars are smaller than boats, then boats are ","['bigger than cars', 'smaller than cars']",['bigger than cars'],True,False,True,[-1.17032099 -5.42863083],True,[-0.65189242 -5.84309912],True
372,138,3141798095453440871,None,"If horses are faster than cars, then cars are ","['slower than horses', 'faster than horses']",['slower than horses'],False,False,True,[-1.16760778 -1.99607289],True,[-0.65046585 -5.1710515 ],True
373,139,845466941182018256,None,"If horses are slower than cars, then cars are ","['faster than horses', 'slower than horses']",['faster than horses'],True,False,True,[-0.34494528 -5.47176075],True,[-0.83696318 -6.3964057 ],True
374,140,-3959265181253221423,None,"If snow is wetter than rain, then rain is ","['drier than snow', 'wetter than snow']",['drier than snow'],False,False,True,[-1.17180204 -3.5350256 ],True,[-1.14039028 -2.83560038],True
375,141,3517436652405633909,None,"If snow is drier than rain, then rain is ","['wetter than snow', 'drier than snow']",['wetter than snow'],True,False,True,[-0.91582662 -7.11058092],True,[-0.94303936 -5.28496599],True
376,142,-1845346098479525325,None,"If winter is hotter than summer, then summer is ","['colder than winter', 'hotter than winter']",['colder than winter'],False,False,True,[-1.00189888 -3.68637991],True,[-0.95116937 -4.38749552],True
377,143,7531659882959321556,None,"If winter is colder than summer, then summer is ","['hotter than winter', 'colder than winter']",['hotter than winter'],True,False,True,[-1.5823313 -4.6157155],True,[-0.9422332  -5.91244698],True
378,144,3655158864364376889,None,"If Europe is bigger than Africa, then Africa is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-0.85674828 -2.73329973],True,[-0.95909846 -5.91525126],True
379,145,-5822091466613857546,None,"If Europe is smaller than Africa, then Africa is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-1.67004514 -4.83068275],True,[-1.09735    -5.39656019],True
380,146,-7653765526515964481,None,"If Europe is bigger than Latin America, then Latin America is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-1.11536646 -3.10793638],True,[-0.98741746 -5.96372414],True
381,147,9022930056001478339,None,"If Europe is smaller than Latin America, then Latin America is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-1.72537684 -4.7757268 ],True,[-1.25404954 -3.76429653],True
382,148,-3722096239967194593,None,"If Europe is bigger than Asia, then Asia is ","['smaller than Europe', 'bigger than Europe']",['smaller than Europe'],False,False,True,[-0.89234287 -2.73945522],True,[-1.07129085 -6.14920998],True
383,149,-6717285303358404560,None,"If Europe is smaller than Asia, then Asia is ","['bigger than Europe', 'smaller than Europe']",['bigger than Europe'],True,False,True,[-1.9980725  -4.82507753],True,[-1.15366566 -6.25554562],True
384,150,-811472450754184993,None,"If Australia is bigger than Africa, then Africa is ","['smaller than Australia', 'bigger than Australia']",['smaller than Australia'],False,False,True,[-0.81763357 -2.91479087],True,[-0.84289891 -5.65323687],True
385,151,5220437495604394210,None,"If Australia is smaller than Africa, then Africa is ","['bigger than Australia', 'smaller than Australia']",['bigger than Australia'],True,False,True,[-1.43124735 -4.82934666],True,[-0.91541743 -5.82423401],True
386,152,-602197804810995999,None,"If the moon is hotter than the sun, then the sun is ","['colder than the moon', 'hotter than the moon']",['colder than the moon'],False,False,True,[-1.44924235 -2.05828977],True,[-0.94224495 -4.21935892],True
387,153,-7683712629492836919,None,"If the moon is colder than the sun, then the sun is ","['hotter than the moon', 'colder than the moon']",['hotter than the moon'],True,False,True,[-0.86483514 -4.04213333],True,[-0.98093015 -5.70471859],True
388,154,-242093053466049283,None,"If the moon is brighter than the sun, then the sun is ","['dimmer than the moon', 'brighter than the moon']",['dimmer than the moon'],False,False,True,[-3.24847865 -1.7081542 ],False,[-1.26118112 -4.55548096],True
389,155,-6289411724456132838,None,"If the moon is dimmer than the sun, then the sun is ","['brighter than the moon', 'dimmer than the moon']",['brighter than the moon'],True,False,True,[-0.53444761 -3.36569381],True,[-1.18460846 -5.56659079],True
390,156,8735925346012454397,None,"If thrum have more legs than pand, then pand have ","['fewer legs than thrum', 'more legs than thrum']",['fewer legs than thrum'],True,True,False,[-2.32998991 -3.25350237],True,[-0.7130419  -3.09759831],True
391,157,8124533083706413680,None,"If glon are bigger than femp, then femp are ","['smaller than glon', 'bigger than glon']",['smaller than glon'],False,True,False,[-1.82074356 -3.30588531],True,[-0.84091705 -3.59228325],True
392,158,-727113364806762004,None,"If brid are bigger than gusp, then gusp are ","['smaller than brid', 'bigger than brid']",['smaller than brid'],False,True,False,[-0.89918172 -2.78375888],True,[-1.22987008 -1.98103762],True
393,159,1045288251279258534,None,"If gusp are bigger than brid, then brid are ","['smaller than gusp', 'bigger than gusp']",['smaller than gusp'],True,True,False,[-1.27460372 -2.93974686],True,[-1.07595539 -2.45348001],True
