ori_idx,prompt
131,night is hotter than day. Is day hotter than night?
131,night is hotter than day. Is day colder than night?
131,night is colder than day. Is night hotter than day?
131,night is colder than day. Is night colder than day?
131,night is colder than day. Is day hotter than night?
131,night is colder than day. Is day colder than night?
131,day is hotter than night. Is night hotter than day?
131,day is hotter than night. Is night colder than day?
131,day is hotter than night. Is day hotter than night?
131,day is hotter than night. Is day colder than night?
131,day is colder than night. Is night hotter than day?
131,day is colder than night. Is night colder than day?
131,day is colder than night. Is day hotter than night?
131,day is colder than night. Is day colder than night?
133,silver is more expensive than gold. Is silver more expensive than gold?
133,silver is more expensive than gold. Is silver less expensive than gold?
133,silver is more expensive than gold. Is gold more expensive than silver?
133,silver is more expensive than gold. Is gold less expensive than silver?
133,silver is less expensive than gold. Is silver more expensive than gold?
133,silver is less expensive than gold. Is silver less expensive than gold?
133,silver is less expensive than gold. Is gold more expensive than silver?
133,silver is less expensive than gold. Is gold less expensive than silver?
133,gold is more expensive than silver. Is silver more expensive than gold?
133,gold is more expensive than silver. Is silver less expensive than gold?
133,gold is more expensive than silver. Is gold more expensive than silver?
133,gold is more expensive than silver. Is gold less expensive than silver?
133,gold is less expensive than silver. Is silver more expensive than gold?
133,gold is less expensive than silver. Is silver less expensive than gold?
133,gold is less expensive than silver. Is gold more expensive than silver?
133,gold is less expensive than silver. Is gold less expensive than silver?
135,enemies are better than friends. Are enemies better than friends?
135,enemies are better than friends. Are enemies worse than friends?
135,enemies are better than friends. Are friends better than enemies?
135,enemies are better than friends. Are friends worse than enemies?
135,enemies are worse than friends. Are enemies better than friends?
135,enemies are worse than friends. Are enemies worse than friends?
135,enemies are worse than friends. Are friends better than enemies?
135,enemies are worse than friends. Are friends worse than enemies?
135,friends are better than enemies. Are enemies better than friends?
135,friends are better than enemies. Are enemies worse than friends?
135,friends are better than enemies. Are friends better than enemies?
135,friends are better than enemies. Are friends worse than enemies?
135,friends are worse than enemies. Are enemies better than friends?
135,friends are worse than enemies. Are enemies worse than friends?
135,friends are worse than enemies. Are friends better than enemies?
135,friends are worse than enemies. Are friends worse than enemies?
137,cars are bigger than boats. Are cars bigger than boats?
137,cars are bigger than boats. Are cars smaller than boats?
137,cars are bigger than boats. Are boats bigger than cars?
137,cars are bigger than boats. Are boats smaller than cars?
137,cars are smaller than boats. Are cars bigger than boats?
137,cars are smaller than boats. Are cars smaller than boats?
137,cars are smaller than boats. Are boats bigger than cars?
137,cars are smaller than boats. Are boats smaller than cars?
137,boats are bigger than cars. Are cars bigger than boats?
137,boats are bigger than cars. Are cars smaller than boats?
137,boats are bigger than cars. Are boats bigger than cars?
137,boats are bigger than cars. Are boats smaller than cars?
137,boats are smaller than cars. Are cars bigger than boats?
137,boats are smaller than cars. Are cars smaller than boats?
137,boats are smaller than cars. Are boats bigger than cars?
137,boats are smaller than cars. Are boats smaller than cars?
139,horses are faster than cars. Are horses faster than cars?
139,horses are faster than cars. Are horses slower than cars?
139,horses are faster than cars. Are cars faster than horses?
139,horses are faster than cars. Are cars slower than horses?
139,horses are slower than cars. Are horses faster than cars?
139,horses are slower than cars. Are horses slower than cars?
139,horses are slower than cars. Are cars faster than horses?
139,horses are slower than cars. Are cars slower than horses?
139,cars are faster than horses. Are horses faster than cars?
139,cars are faster than horses. Are horses slower than cars?
139,cars are faster than horses. Are cars faster than horses?
139,cars are faster than horses. Are cars slower than horses?
139,cars are slower than horses. Are horses faster than cars?
139,cars are slower than horses. Are horses slower than cars?
139,cars are slower than horses. Are cars faster than horses?
139,cars are slower than horses. Are cars slower than horses?
141,snow is wetter than rain. Is snow wetter than rain?
141,snow is wetter than rain. Is snow drier than rain?
141,snow is wetter than rain. Is rain wetter than snow?
141,snow is wetter than rain. Is rain drier than snow?
141,snow is drier than rain. Is snow wetter than rain?
141,snow is drier than rain. Is snow drier than rain?
141,snow is drier than rain. Is rain wetter than snow?
141,snow is drier than rain. Is rain drier than snow?
141,rain is wetter than snow. Is snow wetter than rain?
141,rain is wetter than snow. Is snow drier than rain?
141,rain is wetter than snow. Is rain wetter than snow?
141,rain is wetter than snow. Is rain drier than snow?
141,rain is drier than snow. Is snow wetter than rain?
141,rain is drier than snow. Is snow drier than rain?
141,rain is drier than snow. Is rain wetter than snow?
141,rain is drier than snow. Is rain drier than snow?
143,winter is hotter than summer. Is winter hotter than summer?
143,winter is hotter than summer. Is winter colder than summer?
143,winter is hotter than summer. Is summer hotter than winter?
143,winter is hotter than summer. Is summer colder than winter?
143,winter is colder than summer. Is winter hotter than summer?
143,winter is colder than summer. Is winter colder than summer?
143,winter is colder than summer. Is summer hotter than winter?
143,winter is colder than summer. Is summer colder than winter?
143,summer is hotter than winter. Is winter hotter than summer?
143,summer is hotter than winter. Is winter colder than summer?
143,summer is hotter than winter. Is summer hotter than winter?
143,summer is hotter than winter. Is summer colder than winter?
143,summer is colder than winter. Is winter hotter than summer?
143,summer is colder than winter. Is winter colder than summer?
143,summer is colder than winter. Is summer hotter than winter?
143,summer is colder than winter. Is summer colder than winter?
145,Europe is bigger than Africa. Is Europe bigger than Africa?
145,Europe is bigger than Africa. Is Europe smaller than Africa?
145,Europe is bigger than Africa. Is Africa bigger than Europe?
145,Europe is bigger than Africa. Is Africa smaller than Europe?
145,Europe is smaller than Africa. Is Europe bigger than Africa?
145,Europe is smaller than Africa. Is Europe smaller than Africa?
145,Europe is smaller than Africa. Is Africa bigger than Europe?
145,Europe is smaller than Africa. Is Africa smaller than Europe?
145,Africa is bigger than Europe. Is Europe bigger than Africa?
145,Africa is bigger than Europe. Is Europe smaller than Africa?
145,Africa is bigger than Europe. Is Africa bigger than Europe?
145,Africa is bigger than Europe. Is Africa smaller than Europe?
145,Africa is smaller than Europe. Is Europe bigger than Africa?
145,Africa is smaller than Europe. Is Europe smaller than Africa?
145,Africa is smaller than Europe. Is Africa bigger than Europe?
145,Africa is smaller than Europe. Is Africa smaller than Europe?
147,Europe is bigger than Latin America. Is Europe bigger than Latin America?
147,Europe is bigger than Latin America. Is Europe smaller than Latin America?
147,Europe is bigger than Latin America. Is Latin America bigger than Europe?
147,Europe is bigger than Latin America. Is Latin America smaller than Europe?
147,Europe is smaller than Latin America. Is Europe bigger than Latin America?
147,Europe is smaller than Latin America. Is Europe smaller than Latin America?
147,Europe is smaller than Latin America. Is Latin America bigger than Europe?
147,Europe is smaller than Latin America. Is Latin America smaller than Europe?
147,Latin America is bigger than Europe. Is Europe bigger than Latin America?
147,Latin America is bigger than Europe. Is Europe smaller than Latin America?
147,Latin America is bigger than Europe. Is Latin America bigger than Europe?
147,Latin America is bigger than Europe. Is Latin America smaller than Europe?
147,Latin America is smaller than Europe. Is Europe bigger than Latin America?
147,Latin America is smaller than Europe. Is Europe smaller than Latin America?
147,Latin America is smaller than Europe. Is Latin America bigger than Europe?
147,Latin America is smaller than Europe. Is Latin America smaller than Europe?
149,Europe is bigger than Asia. Is Europe bigger than Asia?
149,Europe is bigger than Asia. Is Europe smaller than Asia?
149,Europe is bigger than Asia. Is Asia bigger than Europe?
149,Europe is bigger than Asia. Is Asia smaller than Europe?
149,Europe is smaller than Asia. Is Europe bigger than Asia?
149,Europe is smaller than Asia. Is Europe smaller than Asia?
149,Europe is smaller than Asia. Is Asia bigger than Europe?
149,Europe is smaller than Asia. Is Asia smaller than Europe?
149,Asia is bigger than Europe. Is Europe bigger than Asia?
149,Asia is bigger than Europe. Is Europe smaller than Asia?
149,Asia is bigger than Europe. Is Asia bigger than Europe?
149,Asia is bigger than Europe. Is Asia smaller than Europe?
149,Asia is smaller than Europe. Is Europe bigger than Asia?
149,Asia is smaller than Europe. Is Europe smaller than Asia?
149,Asia is smaller than Europe. Is Asia bigger than Europe?
149,Asia is smaller than Europe. Is Asia smaller than Europe?
151,Australia is bigger than Africa. Is Australia bigger than Africa?
151,Australia is bigger than Africa. Is Australia smaller than Africa?
151,Australia is bigger than Africa. Is Africa bigger than Australia?
151,Australia is bigger than Africa. Is Africa smaller than Australia?
151,Australia is smaller than Africa. Is Australia bigger than Africa?
151,Australia is smaller than Africa. Is Australia smaller than Africa?
151,Australia is smaller than Africa. Is Africa bigger than Australia?
151,Australia is smaller than Africa. Is Africa smaller than Australia?
151,Africa is bigger than Australia. Is Australia bigger than Africa?
151,Africa is bigger than Australia. Is Australia smaller than Africa?
151,Africa is bigger than Australia. Is Africa bigger than Australia?
151,Africa is bigger than Australia. Is Africa smaller than Australia?
151,Africa is smaller than Australia. Is Australia bigger than Africa?
151,Africa is smaller than Australia. Is Australia smaller than Africa?
151,Africa is smaller than Australia. Is Africa bigger than Australia?
151,Africa is smaller than Australia. Is Africa smaller than Australia?
153,moon is hotter than sun. Is moon hotter than sun?
153,moon is hotter than sun. Is moon colder than sun?
153,moon is hotter than sun. Is sun hotter than moon?
153,moon is hotter than sun. Is sun colder than moon?
153,moon is colder than sun. Is moon hotter than sun?
153,moon is colder than sun. Is moon colder than sun?
153,moon is colder than sun. Is sun hotter than moon?
153,moon is colder than sun. Is sun colder than moon?
153,sun is hotter than moon. Is moon hotter than sun?
153,sun is hotter than moon. Is moon colder than sun?
153,sun is hotter than moon. Is sun hotter than moon?
153,sun is hotter than moon. Is sun colder than moon?
153,sun is colder than moon. Is moon hotter than sun?
153,sun is colder than moon. Is moon colder than sun?
153,sun is colder than moon. Is sun hotter than moon?
153,sun is colder than moon. Is sun colder than moon?
155,moon is brighter than sun. Is moon brighter than sun?
155,moon is brighter than sun. Is moon dimmer than sun?
155,moon is brighter than sun. Is sun brighter than moon?
155,moon is brighter than sun. Is sun dimmer than moon?
155,moon is dimmer than sun. Is moon brighter than sun?
155,moon is dimmer than sun. Is moon dimmer than sun?
155,moon is dimmer than sun. Is sun brighter than moon?
155,moon is dimmer than sun. Is sun dimmer than moon?
155,sun is brighter than moon. Is moon brighter than sun?
155,sun is brighter than moon. Is moon dimmer than sun?
155,sun is brighter than moon. Is sun brighter than moon?
155,sun is brighter than moon. Is sun dimmer than moon?
155,sun is dimmer than moon. Is moon brighter than sun?
155,sun is dimmer than moon. Is moon dimmer than sun?
155,sun is dimmer than moon. Is sun brighter than moon?
155,sun is dimmer than moon. Is sun dimmer than moon?
